brand,model,product_name,price,rating,shipping,url,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Low Profile Bracket Included ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,SLI Support ,Series ,Slot Width ,System Requirements ,Thermal Design Power ,Virtual Reality Ready ,review_numbers,Length (mm),Height (mm),boost clock (MHz),core clock (MHz),memory clock (MHz),number of reviews
ZOTAC,GTX 1070,"ZOTAC GeForce GTX 1070 AMP! Edition, ZT-P10700C-10P, 8GB GDDR5 IceStorm Cooling, Metal Wraparound Carbon ExoArmor exterior, Ultra-wide 100mm Fans, Spectra Lighting, PowerBoost, FREEZE fan stop",610.0,4.0,,https://www.newegg.com/zotac-geforce-gtx-1070-zt-p10700c-10p/p/N82E16814500400?Description=gtx,1797 MHz,ZOTAC,1920,"11.81"" x 5.83""",NVIDIA,Dual Fan IceStorm,1607 MHz,1 x DL-DVI,16-May-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8000 MHz,"IceStorm Cooling- Variably configured copper heatpipes (4x 8mm, 2x 6mm) - Massive wide array aluminum fin stackMetal Carbon ExoArmor- Full Metal front and back protection with a metal front shroud and a metal wraparound backplate enhancing coverage and unifying design- Detailed with carbon fiber utilizing a water transfer printing process- The rigid metal help reduce vibrations which also help reduce noiseSpectra lighting system- LED lighting on the front. - Select from up to 7 colors + off- up to 8 levels of brightness- 4 lighting modes: Static, Breathe, Strobe, and CycleUltra wide 100mm fans- More airflow at less rotations- Lots of airflow with less noisePowerBoost-  Special capacitors with high temperature and power resistance- Benefit of reducing noise and power ripples to ensure a smoother inflow of power for high speed stabilityFreeze- Fan stop automatically starts or stops the fans- Extend the life of the fans- Reduce noise performance",NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,300 mm,NONE,256-Bit,8GB,GDDR5,ZT-P10700C-10P,4,OpenGL 4.5,Windows 10 / 8 / 7,NONE,Accessories:2 x Dual 6-pin to 8-pin PCIe adapterDriver DiskUser Manual,2 x 8-Pin,2-Way SLI,NONE,Dual Slot,Recommended Power Supply: 500WPower Consumption: 220W,150W,Yes,-56,299.974,148.082,1797.0,1607.0,8000.0,56.0
MSI,GTX 1070,MSI Gaming GeForce GTX 1070 Ti 8GB GDRR5 256-bit HDCP Support DirectX 12 SLI TriFrozr Fan VR Ready Graphics Card (GTX 1070 TI Duke 8G),969.99,,,https://www.newegg.com/msi-geforce-gtx-1070-ti-gtx-1070-ti-duke-8g/p/1FT-0009-001H2?Description=gtx,1683 MHz,MSI,2432,NONE,NVIDIA,Triple Fans,1607 MHz,1 x DL-DVI-D,11-Dec-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8008 MHz,"Triple Force Architecture: - TriFrozr Thermal Design: Triple PWM fans with Independent Control System on Advanced Thermal Design. - Propeller Blade: 20% more airflow and less noise than traditional fan designs. - SuperPipes: Transfer heat much faster to the heat sink under PWM fans, and highly improve dissipation efficiency. - Zero Frozr: Fans stop spinning in low load to keep the card quiet and increase lifetime.  Afterburner Overclocking Utility: - Wireless control through mobile devices. - Predator: In-game video recording. - Supports multi-GPU setups.  Military Class certified Components: - Certified to MIL-STD-810G standards for top stability and quality. - Built with Hi-c CAP, Solid CAP, and New SFC components.",NONE,GeForce GTX 1070 Ti,NVIDIA GeForce GTX 10 Series,2.2,1 x HDMI 2.0,PCI Express 3.0 x16,NONE,NONE,NONE,256-Bit,8GB,GDDR5,GTX 1070 Ti DUKE 8G,4,OpenGL 4.5,NONE,NONE,NONE,"1 x 6-pin, 1 x 8-pin",2-Way SLI,NONE,NONE,Power Consumption: 180W  Recommended PSU: 500W,180W,Yes,0 reviews,0.0,0.0,1683.0,1607.0,8008.0,0.0
MSI,GTX 1070,MSI Gaming GeForce GTX 1070 Ti 8GB GDRR5 256-bit HDCP Support DirectX 12 SLI Single Fan VR Ready Graphics Card (GTX 1070 TI AERO 8G),629.0,,,https://www.newegg.com/msi-geforce-gtx-1070-ti-gtx-1070-ti-aero-8g/p/1FT-0009-001K5?Description=gtx,1683 MHz,MSI,2432,"10.59"" x 4.37""",NVIDIA,Single Fan,1607 MHz,1 x DL-DVI-D,29-May-19,DirectX 12,3 x DisplayPort,Yes,NONE,8008 MHz,"""All Solid Capacitors 10 years long lifetime under full load. Lower temperature and higher efficiency. Aluminum core for higher stability.  Afterburner Overclocking Utility Wireless control through Android/iOS devices. Predator: In-game video recording. Kombustor: built-in DirectX12 benchmark. Supports multi-GPU setups.  NVIDIA G-SYNC Synchronizes the display refresh to your GeForce GTX GPU for the fast, smooth gaming.  GeForce GTX VR Ready NVIDIAs unique set of features ensure you get the right level of performance, image quality and latency to ensure your VR experience is nothing short of amazing.""",ATX,GeForce GTX 1070 Ti,NVIDIA GeForce GTX 10 Series,2.2,1 x HDMI,PCI Express 3.0 x16,NONE,269 mm,NONE,256-Bit,8GB,GDDR5,GTX 1070 Ti AERO 8G,4,OpenGL 4.5,NONE,NONE,NONE,8-Pin,2-Way SLI,NONE,Dual Slot,Power Consumption: 180W Recommended PSU: 500W,180W,Yes,0 reviews,268.986,110.998,1683.0,1607.0,8008.0,0.0
PNY,GTX 1070,PNY GeForce GTX 1070 Founders Edition 8GB GDDR5 PCI Express 3.0 Graphics Card VCGGTX10708PB-CG,620.0,4.0,,https://www.newegg.com/pny-geforce-gtx-1070-fe-vcggtx10708pb-cg/p/N82E16814133630?Description=gtx,1683 MHz,PNY,1920,"11.22"" x 5.11""",NVIDIA,Single Fan,1506 MHz,1 x Dual-link DVI-D,8-Nov-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8000 MHz,"Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpen GL 4.5 SupportPCIe 3.0OS Certification: Windows 7-10, Linux, Free85BSDx86Max Digital Resolution: 7680 x 4320 @ 60HzDisplay Connectors: DP 1.4, HDMI 2.0b, DLDVI-DHDCP 2.2Latest Display Interface Support DP 1.4",NONE,GeForce GTX 1070 FE,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0 x16,NONE,285 mm,7680 x 4320,256-Bit,8GB,GDDR5,VCGGTX10708PB-CG,4,OpenGL 4.5,"Windows 7-10, Linux, FreeBSDx86",NONE,GeForce GTX 1070 Graphics CardQuick Installation GuideGeForce Experience DVD3One Dual PCIe 6-pin to 8-pin Power Adapter,8-Pin,SLI Ready,NONE,Dual Slot,TDP: 150WPCI Express-compliant motherboard with one dual-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorsMinimum 500W or greater system power supply300MB of available hard-disk space2GB system memory (4GB or higher recommended)DVD-ROM drive and Internet connection,NONE,Yes,-1,284.988,129.79399999999998,1683.0,1506.0,8000.0,1.0
EVGA,GTX 1070,"EVGA GeForce GTX 1070 SC GAMING ACX 3.0 Black Edition, 08G-P4-5173-KR, 8GB GDDR5, LED, DX12 OSD Support (PXOC) Video Graphics Card",620.0,4.0,,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-5173-kr/p/1FT-001K-00165?Description=gtx,NONE,EVGA,1920,"10.50"" x 4.38""",NVIDIA,Double Fans,1594 MHz,1 x Dual-Link DVI-D,13-Nov-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8008 MHz,"Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling",NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5,08G-P4-5173-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",GTX 1070 ACX3.0 Black Edition,NONE,8-Pin,SLI Ready,NONE,Dual Slot,"500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",150W,Yes,-1,266.7,111.252,0.0,1594.0,8008.0,1.0
ASUS,GTX 1070,ASUS GeForce GTX 1070 DirectX 12 90YV09T1-M0NA00 8GB 256-Bit GDDR5 PCI Express 3.0 x16 Video Card,620.0,,,https://www.newegg.com/asus-geforce-gtx-1070-90yv09t1-m0na00/p/N82E16814126157?Description=gtx,1771 MHz,ASUS,1920,NONE,NVIDIA,NONE,1582 MHz,DVI-D (dual link),18-Jun-19,DirectX 12,2 x DisplayPort,NONE,NONE,NONE,NONE,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,NONE,2 x HDMI 2.0,PCI Express 3.0 x16,NONE,NONE,7680 x 4320,256-Bit,8GB,GDDR5,90YV09T1-M0NA00,NONE,OpenGL 4.5,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,150W,NONE,0 reviews,0.0,0.0,1771.0,1582.0,0.0,0.0
EVGA,GTX 1070,EVGA GeForce GTX 1070 Gaming ACX 3.0 Black Edition Graphic Cards (08G-P4-5171-KR),620.0,,,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-5171-kr/p/1FT-001K-003F4?Description=gtx,1683 MHz,EVGA,1920,"10.50"" x 4.38""",NVIDIA,Double Fans,1506 MHz,1 x DVI,27-Feb-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8008 MHz,"Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680x4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling",NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,NONE,08G-P4-5171-KR,Yes,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",NONE,NONE,8-Pin,SLI Ready,NONE,Dual Slot,"500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",150W,Yes,0 reviews,266.7,111.252,1683.0,1506.0,8008.0,0.0
ASUS,GTX 1070,ASUS Cerberus GTX 1070 Ti 8GB GDDR5 Graphics Card (90YV0BJ1-M0NA00),670.0,,,https://www.newegg.com/p/1FT-000Y-001P7?Description=gtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,16-May-19,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GeForce GTX 1070 Ti,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8GB,GDDR5,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,180W,NONE,0 reviews,0.0,0.0,0.0,0.0,0.0,0.0
GIGABYTE,GTX 1070,Gigabyte GeForce GTX 1070 AORUS 8 GB GDDR5 Graphics Card (GV-N1070AORUS-8GD),299.99,,,https://www.newegg.com/p/1FT-000A-00155?Description=gtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1 x DVI,22-Oct-20,NONE,3 x DisplayPort,NONE,NONE,NONE,NONE,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI,NONE,NONE,NONE,NONE,NONE,8GB,GDDR5,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,150W,NONE,0 reviews,0.0,0.0,0.0,0.0,0.0,0.0
EVGA,GTX 1070,"EVGA GeForce GTX 1070 GAMING ACX 3.0, 8GB GDDR5, LED, DX12 OSD Support (PXOC) Graphics Card 08G-P4-6171-KR",619.0,,,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6171-kr/p/1FT-001K-003F7?Description=gtx,1683 MHz,EVGA,1920,"10.50"" x 4.38""",NVIDIA,Double Fans,1506 MHz,1 x Dual-Link DVI-D,18-Dec-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8008 MHz,"Simultaneous Multi-Projection   VR Ready   NVIDIA Ansel   NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC   NVIDIA GameStream   NVIDIA GPU Boost 3.0   Microsoft DirectX 12   Vulkan API   OpenGL 4.5 Support   PCI Express 3.0   Max Digital Resolution - 7680 x4 320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI   Built for EVGA Precision XOC",NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,NONE,7680 x 4320,256-Bit,8GB,GDDR5,08G-P4-6171-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",NONE,NONE,8-Pin,2-Way SLI,NONE,Dual Slot,"500 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",150W,Yes,0 reviews,266.7,111.252,1683.0,1506.0,8008.0,0.0
EVGA,GTX 1070,"EVGA GeForce GTX 1070 Ti FTW ULTRA SILENT GAMING, 8GB GDDR5, ACX 3.0 & RGB LED Graphics Card 08G-P4-6678-KR",695.0,,,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-6678-kr/p/1FT-001K-00481?Description=gtx,1683+ MHz,EVGA,2432,"10.50"" x 5.06""",NVIDIA,Double Fans,1607+ MHz,NONE,13-Jun-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8008 MHz,"Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12 API  Vulkan API  OpenGL 4.6 Support  PCI Express 3.0  Max Digital Resolution - 7680x4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling",NONE,GeForce GTX 1070 Ti,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5,08G-P4-6678-KR,4,OpenGL 4.6,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",NONE,NONE,2 x 8-Pin,SLI Ready,NONE,Triple Slot,"500 Watts or greater power supply.**** PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot. Two available 8-pin PCI-E power connectors.  ****Minimum system power requirement based on a PC configured with an Intel Core i7 3.2 GHz processor.",180W,Yes,0 reviews,266.7,128.524,1683.0,1607.0,8008.0,0.0
ASUS,GTX 1070,"ASUS GeForce GTX 1070 8GB Strix OC Gaming, 90YV09N0-M0NA00",620.0,,,https://www.newegg.com/asus-geforce-gtx-1070-90yv09n0-m0na00/p/N82E16814126153?Description=gtx,1860 MHz,ASUS,1920,NONE,NVIDIA,NONE,1657 MHz,1 x DVI,9-Nov-18,DirectX 12,2 x DisplayPort,NONE,NONE,NONE,NONE,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,NONE,2 x HDMI,PCI Express 3.0 x16,NONE,NONE,7680 x 4320,256-Bit,8GB,GDDR5,90YV09N0-M0NA00,NONE,OpenGL 4.5,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,150W,NONE,0 reviews,0.0,0.0,1860.0,1657.0,0.0,0.0
EVGA,GTX 1070,"EVGA GeForce GTX 1070 Ti FTW ULTRA SILENT GAMING, 8GB GDDR5, ACX 3.0 & RGB LED Graphics Card 08G-P4-6678-KR",685.0,,,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-6678-kr/p/1FT-001K-003F3?Description=gtx,1683+ MHz,EVGA,2432,"10.50"" x 5.06""",NVIDIA,Double Fans,1607+ MHz,1 x DVI,11-Mar-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8008 MHz,"Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12 API  Vulkan API  OpenGL 4.6 Support  PCI Express 3.0  Max Digital Resolution - 7680x4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling",NONE,GeForce GTX 1070 Ti,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5,08G-P4-6678-KR,4,OpenGL 4.6,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",NONE,NONE,2 x 8-Pin,SLI Ready,NONE,Triple Slot,"500 Watts or greater power supply.**** PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot. Two available 8-pin PCI-E power connectors.  ****Minimum system power requirement based on a PC configured with an Intel Core i7 3.2 GHz processor.",180W,Yes,0 reviews,266.7,128.524,1683.0,1607.0,8008.0,0.0
PNY,GTX 1070,PNY GeForce GTX 1070 DirectX 12 VCGGTX10708PB 8GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,610.0,,,https://www.newegg.com/pny-geforce-gtx-1070-vcggtx10708pb/p/N82E16814133744?Description=gtx,1683 MHz,PNY,1920,"11.02"" x 4.96""",NVIDIA,Single Fan,1506 MHz,1 x DL-DVI-D,9-Nov-18,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,8 Gbps,Simultaneous Multi-ProjectionNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Vulkan API Support,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0 x16,NONE,280 mm,7680 x 4320,256-Bit,8GB,GDDR5,VCGGTX10708PB,Yes,OpenGL 4.5,NONE,NONE,NONE,8-Pin,SLI HB Bridge Supported,NONE,Dual Slot,"TDP: 150WPCI Express-compliant motherboard with one dual-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorsMinimum 500W or greater system power supply300MB of available hard-disk space2GB system memory (4GB or higher recommended)Windows 7-10, Linux, FreeBSDx86DVD-ROM drive and Internet connection",150W,Yes,0 reviews,279.908,125.984,1683.0,1506.0,8.0,0.0
EVGA,GTX 1070,"EVGA GeForce GTX 1070 FTW DT GAMING ACX 3.0, 8GB GDDR5, RGB LED, 10CM FAN, 10 Power Phases, DX12, 08G-P4-6274-KR Video Graphics Card",625.0,,,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6274-kr/p/1FT-001K-00158?Description=gtx,NONE,EVGA,1920,"10.50"" x 5.06""",NVIDIA,With Fan,1506 MHz,1 x Dual-Link DVI-D,13-Nov-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8008 MHz,"PCI Express 3.0 Support\t  EVGA Double BIOS\t  NVIDIA GameStream Technology\t  NVIDIAG-SYNC Ready\t  OpenGL 4.5 Support\t  Simultaneous Multi-Projection\t  VR Ready\t  NVlDIA Ansel\t  NVIDIA SLI w/HB Bridge Support\t  NVIDIA GPU Boost 3.0\t  Microsoft DirectX 12\t  Vulkan API\t  Max Digital Resolution - 7680x4320\t  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  EVGAACX3.0 Cooling\t  10 Phase Power Design\t  Adjustable RGB LED",NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5,08G-P4-6274-KR,NONE,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",GTX 1070 FTW DT ACX3.0,NONE,Two available 8-pin or 6+2pin PCI-E power dongles,SLI Ready,NONE,Dual Slot,"500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 com pliant motherboard with one graphics slot.",150W,Yes,0 reviews,266.7,128.524,0.0,1506.0,8008.0,0.0
EVGA,GTX 1070,"EVGA GeForce GTX 1070 SC GAMING ACX 3.0 8GB, 08G-P4-6173-KR, GDDR5, LED, DX12 OSD Support (PXOC) Video Graphics Card",620.0,,,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6173-kr/p/1FT-001K-002S4?Description=gtx,NONE,EVGA,1920,"10.50"" x 4.38""",NVIDIA,Double Fans,1594 MHz,1 x Dual-Link DVI-D,13-Nov-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8008 MHz,NONE,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5,08G-P4-6173-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",GTX 1070 SC ACX3.0,NONE,NONE,3-Way SLI,NONE,Dual Slot,"500 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",150W,Yes,0 reviews,266.7,111.252,0.0,1594.0,8008.0,0.0
EVGA,GTX 1070,"EVGA GeForce GTX 1070 FTW2 GAMING iCX, 08G-P4-6676-KR, 8GB GDDR5, RGB LED, 9 Thermal Sensors, Asynchronous Fan Control, Thermal Display LED System, Optimized Airflow Fin Design Video Graphics Card",625.0,,,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6676-kr/p/1FT-001K-00148?Description=gtx,NONE,EVGA,1920,"10.50"" x 5.07""",NVIDIA,Double Fans,1607 MHz,1 x Dual-Link DVI-D,13-Nov-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8008 MHz,"EVGA Double BIOS  Simultaneous MultiProjection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA GSYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  10 Phase Power Design  Adjustable RGB LED  Asynchronous Fans  9 additional temp sensors to monitor Memory and VRM  GPU / Memory / PWM Thermal Status Indicator LEDs  New vented heatsink fin design and pin fins for optimized airflow  Safety fuse to protect components from damage due to improper installation or other component failures  Redesigned cooling with Lshaped contact fins to improve contact surface area for better heat dissipation  EVGA iCX Technology",NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,NONE,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5,08G-P4-6676-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",GTX 1070 FTW2 iCX,NONE,2 x 8-Pin,SLI Ready,NONE,Dual Slot,"500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",150W,Yes,0 reviews,266.7,128.778,0.0,1607.0,8008.0,0.0
EVGA,GTX 1070,EVGA GeForce GTX 1070 Ti SC GAMING 8GB 08G-P4-5671-KR GDDR5 ACX 3.0 & Black Edition Video Graphics Card,685.0,,,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-5671-kr/p/1FT-001K-002M3?Description=gtx,1683 MHz,EVGA,2432,"10.50"" x 4.38""",NVIDIA,Double Fans,1607 MHz,1 x DL-DVI-D,25-Jan-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8008 MHz,"Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12 API  Vulkan API  OpenGL 4.6 Support  PCI Express 3.0  Max Digital Resolution - 7680x4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling",NONE,GeForce GTX 1070 Ti,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5,08G-P4-5671-KR,4,OpenGL 4.6,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",NONE,NONE,8-Pin,SLI Ready,NONE,Dual Slot,"500 Watts or greater power supply**** PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot One available 8-pin PCI-E power dongle Total Power Draw: 217 Watts   ****Minimum system power requirement based on a PC configured with an Intel Core i7 3.2 GHz processor",180W,Yes,0 reviews,266.7,111.252,1683.0,1607.0,8008.0,0.0
EVGA,GTX 1070,"EVGA GeForce GTX 1070 FTW GAMING ACX 3.0, 8GB GDDR5, RGB LED, 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC) Graphics Card 08G-P4-6276-KR",625.0,,,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6276-kr/p/1FT-001K-003K7?Description=gtx,1797 MHz,EVGA,1920,NONE,NVIDIA,NONE,1607 MHz,1 x Dual-Link DVI-D,7-Aug-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,8008 MHz,"EVGA Double BIOS  Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12 API  Vulkan API  OpenGL 4.6 Support  PCI Express 3.0  Max Digital Resolution - 7680x4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling  10 Phase Power Design  Adjustable RGB LED",NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0,NONE,NONE,7680 x 4320,256-Bit,8GB,GDDR5,08G-P4-6276-KR,4,OpenGL 4.6,"Windows 10 32/64-bit, Windows 8 32/64-bit, Windows 7 32/64-bit",NONE,NONE,2 x 8-Pin,SLI Ready,NONE,NONE,Minimum of a 500W power supply Two available 8-pin or 6+2-pin PCI-E power dongles Total Power Draw: 215 Watts,150W,Yes,0 reviews,0.0,0.0,1797.0,1607.0,8008.0,0.0
