brand,model,product_name,rating,shipping,url,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Low Profile Bracket Included ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,SLI Support ,Series ,Slot Width ,System Requirements ,Thermal Design Power ,Tuner ,Virtual Reality Ready ,review_numbers
PNY,GTX 1070,PNY GeForce GTX 1070 Ti DirectX 12 VCGGTX1070T8PB-BB 8GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,4,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1070-ti-vcggtx1070t8pb-bb/p/N82E16814133766?Description=GTX,['1683 MHz'],['PNY'],['2432'],"['9.92"" x 4.40""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x DL-DVI-D'],"['March 18, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8 Gbps'],['VR ReadySimultaneous Multi-ProjectionNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 SupportVulkan API SupportOpen GL 4.5 SupportPCI Express 3.0Display Connectors- DisplayPort 1.4- HDMI 2.0b- DL-DVI'],,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['252 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['VCGGTX1070T8PB-BB'],['4'],['OpenGL 4.5'],"['Microsoft Windows 10, Windows 8, Windows 7, Linux, FreeBSDx86']",,,['One 8-Pin'],['SLI HB Bridge Supported'],,['Dual Slot'],['TDP: 180WPCI Express-compliant mother board with one dual-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorsMinimum 500W or greater system power supply300MB of available hard-disk space2GB system memory (4GB or higher recommended)Internet connectionMax Digital Resolution - 7680 x 4320 @ 60Hz'],['180W'],,['Yes'],-4
MSI,GTX 1070,MSI GeForce GTX 1070 Ti DirectX 12 GTX 1070 Ti GAMING 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-ti-gtx-1070-ti-gaming-8g/p/1FT-007W-00003?Description=GTX,['1683 MHz'],['MSI'],['2432'],,['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x DVI'],"['January 16, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['TWIN FROZR VI - Smooth heat pipes - Squared shape at bottom maximize heat transfer from the copper base plate - Zero Frozr - Stopping the fan in low-load situations, keeping a noise-free environment - Airflow Control technology - Deflectors thrusts air onto heat pipes for lower temperatures and better gaming  TORX 2.0 FAN: Supremely silent - Dispersion fan blade: Steeper curved blade accelerating the airflow - Traditional fan blade: Provides steady airflow to massive heat sink below - Double ball bearing: Strong and lasting core for years of smooth gaming  Military Class certified Components - Certified to MIL-STD-810G standards for top stability and quality - Built with Hi-c CAP, Solid CAP, and New SFC components']",,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,,,['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 Ti GAMING 8G'],['4'],['OpenGL 4.5'],,,,"['1 x 6-pin, 1 x 8-pin']",['2-Way SLI'],,,['Power Consumption: 180W Recommended PSU: 500W'],['180W'],,['Yes'],0 reviews
MSI,GTX 1070,MSI GTX 1070 Ti Titanium 8G GeForce GTX 1070 Graphic Card - 1.61 GHz Core - 1.68 GHz Boost Clock - 8 GB GDDR5,,Free Shipping,https://www.newegg.com/msi-gtx-1070-ti-titanium-8g/p/N82E16814137331?Description=GTX,,['MSI'],,,['NVIDIA'],['With Fan'],,,"['February 28, 2019']",['DirectX 12OpenGL 4.5'],['3'],,,,['Dual Link DVI Supported:YesDisplayPort:Yes'],['Plug-in Card'],['GTX 1070'],,,['1 x HDMI'],,,,,['256-Bit'],['8 GB'],['GDDR5'],['GTX 1070 Ti Titanium 8G'],,['DirectX 12OpenGL 4.5'],,,,,,,,,,,,0 reviews
MSI,GTX 1070,MSI Gaming GeForce GTX 1070 Ti 8GB GDRR5 256-bit HDCP Support DirectX 12 SLI TriFrozr Fan VR Ready Graphics Card (GTX 1070 TI Duke 8G),,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-ti-gtx-1070-ti-duke-8g/p/1FT-0009-001H2?Description=GTX,['1683 MHz'],['MSI'],['2432'],,['NVIDIA'],['Triple Fans'],['1607 MHz'],['1 x DL-DVI-D'],"['December 11, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['Triple Force Architecture: - TriFrozr Thermal Design: Triple PWM fans with Independent Control System on Advanced Thermal Design. - Propeller Blade: 20% more airflow and less noise than traditional fan designs. - SuperPipes: Transfer heat much faster to the heat sink under PWM fans, and highly improve dissipation efficiency. - Zero Frozr: Fans stop spinning in low load to keep the card quiet and increase lifetime.  Afterburner Overclocking Utility: - Wireless control through mobile devices. - Predator: In-game video recording. - Supports multi-GPU setups.  Military Class certified Components: - Certified to MIL-STD-810G standards for top stability and quality. - Built with Hi-c CAP, Solid CAP, and New SFC components.']",,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,,,['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 Ti DUKE 8G'],['4'],['OpenGL 4.5'],,,,"['1 x 6-pin, 1 x 8-pin']",['2-Way SLI'],,,['Power Consumption: 180W  Recommended PSU: 500W'],['180W'],,['Yes'],0 reviews
ZOTAC,GTX 1070,"ZOTAC GeForce GTX 1070 AMP! Edition, ZT-P10700C-10P, 8GB GDDR5 IceStorm Cooling, Metal Wraparound Carbon ExoArmor exterior, Ultra-wide 100mm Fans, Spectra Lighting, PowerBoost, FREEZE fan stop",4,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1070-zt-p10700c-10p/p/N82E16814500400?Description=GTX,['1797 MHz'],['ZOTAC'],['1920'],"['11.81"" x 5.83""']",['NVIDIA'],['Dual Fan IceStorm'],['1607 MHz'],['1 x DL-DVI'],"['May 16, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8000 MHz'],"['IceStorm Cooling- Variably configured copper heatpipes (4x 8mm, 2x 6mm) - Massive wide array aluminum fin stackMetal Carbon ExoArmor- Full Metal front and back protection with a metal front shroud and a metal wraparound backplate enhancing coverage and unifying design- Detailed with carbon fiber utilizing a water transfer printing process- The rigid metal help reduce vibrations which also help reduce noiseSpectra lighting system- LED lighting on the front. - Select from up to 7 colors + off- up to 8 levels of brightness- 4 lighting modes: Static, Breathe, Strobe, and CycleUltra wide 100mm fans- More airflow at less rotations- Lots of airflow with less noisePowerBoost-  Special capacitors with high temperature and power resistance- Benefit of reducing noise and power ripples to ensure a smoother inflow of power for high speed stabilityFreeze- Fan stop automatically starts or stops the fans- Extend the life of the fans- Reduce noise performance']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['300 mm'],,['256-Bit'],['8GB'],['GDDR5'],['ZT-P10700C-10P'],['4'],['OpenGL 4.5'],['Windows 10 / 8 / 7'],,['Accessories:2 x Dual 6-pin to 8-pin PCIe adapterDriver DiskUser Manual'],['2 x 8-Pin'],['2-Way SLI'],,['Dual Slot'],['Recommended Power Supply: 500WPower Consumption: 220W'],['150W'],,['Yes'],-56
MSI,GTX 1070,MSI Gaming GeForce GTX 1070 Ti 8GB GDRR5 256-bit HDCP Support DirectX 12 SLI Single Fan VR Ready Graphics Card (GTX 1070 TI AERO 8G),,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-ti-gtx-1070-ti-aero-8g/p/1FT-0009-001K5?Description=GTX,['1683 MHz'],['MSI'],['2432'],"['10.59"" x 4.37""']",['NVIDIA'],['Single Fan'],['1607 MHz'],['1 x DL-DVI-D'],"['May 29, 2019']",['DirectX 12'],['3 x DisplayPort'],['Yes'],,['8008 MHz'],"[""All Solid Capacitors 10 years long lifetime under full load. Lower temperature and higher efficiency. Aluminum core for higher stability.  Afterburner Overclocking Utility Wireless control through Android/iOS devices. Predator: In-game video recording. Kombustor: built-in DirectX12 benchmark. Supports multi-GPU setups.  NVIDIA G-SYNC Synchronizes the display refresh to your GeForce GTX GPU for the fast, smooth gaming.  GeForce GTX VR Ready NVIDIA's unique set of features ensure you get the right level of performance, image quality and latency to ensure your VR experience is nothing short of amazing.""]",['ATX'],['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI'],['PCI Express 3.0 x16'],,['269 mm'],,['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 Ti AERO 8G'],['4'],['OpenGL 4.5'],,,,['8-Pin'],['2-Way SLI'],,['Dual Slot'],['Power Consumption: 180W Recommended PSU: 500W'],['180W'],,['Yes'],0 reviews
EVGA,GTX 1070,EVGA GeForce GTX 1070 FTW2 Gaming Video Card 8GB GDDR5,,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-ftw2/p/1FT-001K-00361?Description=GTX,,['EVGA'],,,,['With Fan'],['1.6 GHz'],['1 x DVI'],"['August 16, 2019']",['DirectX 12'],['1 x Mini DisplayPort'],,,,,,['GeForce GTX 1070 FTW2'],,,['1 x HDMI'],['PCI Express 2.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['DDR5'],['GeForce GTX 1070 FTW2'],,,,,,,['No'],,['Dual Slot'],,,['None'],,0 reviews
MSI,GTX 1070,MSI GTX 1070 GAMING X 8G GeForce GTX 1070 Graphic Card - 1.61 GHz Core - 1.80 GHz Boost Clock - 8 GB GDDR5,,Free Shipping,https://www.newegg.com/p/1FT-0009-00147?Description=GTX,['1.80 GHz'],['MSI'],,,['NVIDIA'],,['1.61 GHz'],['Yes'],"['February 27, 2019']",,['Yes'],['Yes'],,,,['Plug-in Card'],['GTX 1070'],,,['Yes'],,,,,['256-Bit'],['8GB'],['GDDR5'],,,['OpenGL'],,['GTX 1070 GAMING X 8G'],,,,['GTX 10'],,,,,,0 reviews
PNY,GTX 1070,"PNY GeForce GTX 1070 Ti Blower - Graphics card - GF GTX 1070 Ti - 8 GB GDDR5 - PCIe 3.0 x16 - DVI, HDMI, DisplayPort",,Free Shipping,https://www.newegg.com/p/1FT-000P-00153?Description=GTX,,,,,,,,,"['November 09, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
PNY,GTX 1070,PNY GeForce GTX 1070 Founders Edition 8GB GDDR5 PCI Express 3.0 Graphics Card VCGGTX10708PB-CG,4,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1070-fe-vcggtx10708pb-cg/p/N82E16814133630?Description=GTX,['1683 MHz'],['PNY'],['1920'],"['11.22"" x 5.11""']",['NVIDIA'],['Single Fan'],['1506 MHz'],['1 x Dual-link DVI-D'],"['November 08, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8000 MHz'],"['Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpen GL 4.5 SupportPCIe 3.0OS Certification: Windows 7-10, Linux, Free85BSDx86Max Digital Resolution: 7680 x 4320 @ 60HzDisplay Connectors: DP 1.4, HDMI 2.0b, DLDVI-DHDCP 2.2Latest Display Interface Support DP 1.4']",,['GeForce GTX 1070 FE'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['285 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['VCGGTX10708PB-CG'],['4'],['OpenGL 4.5'],"['Windows 7-10, Linux, FreeBSDx86']",,['GeForce GTX 1070 Graphics CardQuick Installation GuideGeForce Experience DVD3One Dual PCIe 6-pin to 8-pin Power Adapter'],['8-Pin'],['SLI Ready'],,['Dual Slot'],['TDP: 150WPCI Express-compliant motherboard with one dual-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorsMinimum 500W or greater system power supply300MB of available hard-disk space2GB system memory (4GB or higher recommended)DVD-ROM drive and Internet connection'],,,['Yes'],-1
EVGA,GTX 1070,"EVGA GeForce GTX 1070 SC GAMING ACX 3.0 Black Edition, 08G-P4-5173-KR, 8GB GDDR5, LED, DX12 OSD Support (PXOC) Video Graphics Card",4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-5173-kr/p/1FT-001K-00165?Description=GTX,['N/A'],['EVGA'],['1920'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1594 MHz'],['1 x Dual-Link DVI-D'],"['November 13, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-5173-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1070 ACX3.0 Black Edition'],,['8-Pin'],['SLI Ready'],,['Dual Slot'],"['500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['150W'],,['Yes'],-1
ASUS,GTX 1070,ASUS GeForce GTX 1070 Ti ROG Strix Gaming 8GB PCI-E 3.0 GDDR5 Graphics Card (90YV0BI0-M0NA00),,Free Shipping,https://www.newegg.com/p/1FT-000Y-00144?Description=GTX,,,,,,,,,"['November 13, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
ASUS,GTX 1070,ASUS DUAL-GTX1070-8G graphics card - GF GTX 1070 - 8 GB - 90YV09T4-M0NA00,,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1070-90yv09t4-m0na00/p/N82E16814126158?Description=GTX,['1721 MHz'],['ASUS'],['1920'],,['NVIDIA'],,['1531 MHz'],['DVI-D (dual link)'],"['June 18, 2019']",['DirectX 12'],['2 x DisplayPort'],,,,,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['2 x HDMI 2.0'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['90YV09T4-M0NA00'],,['OpenGL 4.5'],,,,,,,,,['150W'],,,0 reviews
ASUS,GTX 1070,ASUS GeForce GTX 1070 Ti ROG Strix Gaming 8GB PCI-E 3.0 GDDR5 Graphics Card (90YV0BI1-M0NA00),,Free Shipping,https://www.newegg.com/p/1FT-000Y-00146?Description=GTX,,,,,,,,,"['November 13, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
ASUS,GTX 1070,ASUS GeForce GTX 1070 DirectX 12 90YV09T1-M0NA00 8GB 256-Bit GDDR5 PCI Express 3.0 x16 Video Card,,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1070-90yv09t1-m0na00/p/N82E16814126157?Description=GTX,['1771 MHz'],['ASUS'],['1920'],,['NVIDIA'],,['1582 MHz'],['DVI-D (dual link)'],"['June 18, 2019']",['DirectX 12'],['2 x DisplayPort'],,,,,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['2 x HDMI 2.0'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['90YV09T1-M0NA00'],,['OpenGL 4.5'],,,,,,,,,['150W'],,,0 reviews
EVGA,GTX 1070,EVGA GeForce GTX 1070 Gaming ACX 3.0 Black Edition Graphic Cards (08G-P4-5171-KR),,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-5171-kr/p/1FT-001K-003F4?Description=GTX,['1683 MHz'],['EVGA'],['1920'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1506 MHz'],['1 x DVI'],"['February 27, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680x4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],,['08G-P4-5171-KR'],['Yes'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['8-Pin'],['SLI Ready'],,['Dual Slot'],"['500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['150W'],,['Yes'],0 reviews
EVGA,GTX 1070,"EVGA GeForce GTX 1070 SC GAMING ACX 3.0 Black Edition 8GB, 08G-P4-5173-KR, GDDR5, LED, DX12 OSD Support (PXOC) Video Graphics Card",,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-5173-kr/p/1FT-001K-002M1?Description=GTX,['N/A'],['EVGA'],['1920'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1594 MHz'],['1 x Dual-Link DVI-D'],"['November 13, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-5173-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1070 SC ACX3.0 Black Edition'],,['8-Pin'],['SLI Ready'],,['Dual Slot'],"['500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['150W'],,['Yes'],0 reviews
PNY,GTX 1070,6K5R5 VCGGTX10708PB PNY Nvidia Geforce GTX 1070 8GB GDDR5 Graphics Video Card US PCI-EXPRESS Video Cards,,Free Shipping,https://www.newegg.com/p/1FT-000P-003M7?Description=GTX,,,,,,,,,"['November 11, 2019']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
MSI,GTX 1070,MSI GTX 1070 Ti GAMING 8GB 256Bit GDDR5 GeForce GTX1070 Ti Graphic Card,,Free Shipping,https://www.newegg.com/p/1FT-0009-001G9?Description=GTX,,['MSI'],,,,,,,"['January 25, 2019']",,,,,,,,,,,,,,,,,['8GB'],,,,,,,,,,,,,,,,0 reviews
GIGABYTE,GTX 1070,Gigabyte GeForce GTX 1070 Ti OC Gaming 8GB GV-N107TGAMING OC-8GD Video Card HDMI,,Free Shipping,https://www.newegg.com/p/1DW-000T-00035?Description=GTX,,,,,,,,,"['October 04, 2020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
ASUS,GTX 1070,ASUS Cerberus GTX 1070 Ti 8GB GDDR5 Graphics Card (90YV0BJ1-M0NA00),,Free Shipping,https://www.newegg.com/p/1FT-000Y-001P7?Description=GTX,,,,,,,,,"['May 16, 2019']",,,,,,,,['GeForce GTX 1070 Ti'],,,,,,,,,['8GB'],['GDDR5'],,,,,,,,,,,,['180W'],,,0 reviews
ASUS,GTX 1070,ASUS Video Card TURBO-GTX1070TI-8G TURBO GTX 1070 TI 8GB GDDR5 256-bit PCIE DVI/HDMI/Display Port,,Free Shipping,https://www.newegg.com/asus-turbo-gtx1070ti-8g/p/1B4-005K-00525?Description=GTX,,['ASUS'],,,,,,,"['April 09, 2019']",,,,,,,,,,,,,,,,,,,['TURBO-GTX1070TI-8G'],,,,,,,,,,,,,,0 reviews
EVGA,GTX 1070,"EVGA GeForce GTX 1070 GAMING ACX 3.0, 8GB GDDR5, LED, DX12 OSD Support (PXOC) Graphics Card 08G-P4-6171-KR",,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6171-kr/p/1FT-001K-003F7?Description=GTX,['1683 MHz'],['EVGA'],['1920'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1506 MHz'],['1 x Dual-Link DVI-D'],"['December 18, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['Simultaneous Multi-Projection   VR Ready   NVIDIA Ansel   NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC   NVIDIA GameStream   NVIDIA GPU Boost 3.0   Microsoft DirectX 12   Vulkan API   OpenGL 4.5 Support   PCI Express 3.0   Max Digital Resolution - 7680 x4 320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI   Built for EVGA Precision XOC']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6171-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['8-Pin'],['2-Way SLI'],,['Dual Slot'],"['500 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['150W'],,['Yes'],0 reviews
PNY,GTX 1070,PNY - NVIDIA GeForce GTX 1070 Ti 8GB GDDR5 PCI Express 3.0 Graphics Card,,Free Shipping,https://www.newegg.com/p/1FT-000P-00191?Description=GTX,,['PNY'],,,['NVIDIA'],,,,"['October 18, 2018']",,,,,,,,,,,,['PCI Express 3.0 x16'],,,['7680 x 4320'],,['8GB'],['DDR5'],,,,,,,,,,,,,,,0 reviews
EVGA,GTX 1070,"EVGA GeForce GTX 1070 Ti FTW ULTRA SILENT GAMING, 8GB GDDR5, ACX 3.0 & RGB LED Graphics Card 08G-P4-6678-KR",,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-6678-kr/p/1FT-001K-00481?Description=GTX,['1683+ MHz'],['EVGA'],['2432'],"['10.50"" x 5.06""']",['NVIDIA'],['Double Fans'],['1607+ MHz'],,"['June 13, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12 API  Vulkan API  OpenGL 4.6 Support  PCI Express 3.0  Max Digital Resolution - 7680x4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling']",,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6678-KR'],['4'],['OpenGL 4.6'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['2 x 8-Pin'],['SLI Ready'],,['Triple Slot'],"['500 Watts or greater power supply.**** PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot. Two available 8-pin PCI-E power connectors.  ****Minimum system power requirement based on a PC configured with an Intel Core i7 3.2 GHz processor.']",['180W'],,['Yes'],0 reviews
ASUS,GTX 1070,"ASUS GeForce GTX 1070 8GB Strix OC Gaming, 90YV09N0-M0NA00",,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1070-90yv09n0-m0na00/p/N82E16814126153?Description=GTX,['1860 MHz'],['ASUS'],['1920'],,['NVIDIA'],,['1657 MHz'],['1 x DVI'],"['November 09, 2018']",['DirectX 12'],['2 x DisplayPort'],,,,,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['2 x HDMI'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['90YV09N0-M0NA00'],,['OpenGL 4.5'],,,,,,,,,['150W'],,,0 reviews
ZOTAC,GTX 1070,ZOTAC GeForce GTX 1070 Mini 8GB GDDR5 VR Ready - ZT-P10700G-10M,,Free Shipping,https://www.newegg.com/zotac-zt-p10700g-10m/p/1FT-000M-001J0?Description=GTX,,['ZOTAC'],,,,['With Fan'],,,"['January 15, 2020']",,,,,,,,,,,,,,,,,['8GB'],,['ZT-P10700G-10M'],,,,,,,,,,,,,,40 (60% Positive)
ASUS,GTX 1070,ASUS GeForce GTX 1070 Ti Turbo 8GB PCI-E 3.0 GDDR5 Graphics Card (90YV0BJ0-M0NA00),,Free Shipping,https://www.newegg.com/p/1FT-000Y-00141?Description=GTX,,,,,,,,,"['April 09, 2019']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
